id,path,name,type,category_raw,ext,bucket,well,tags,event_key,record_id
f8d6a4b5431b278e1226f0653d122395e18f53dd,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_1.LIS,MUD_LOG_1.LIS,file,well_data,lis,Well_Logs_Wireline,15/9-F-4,,mud log 1.lis,15/9-F-4|Well_Logs_Wireline|mud log 1.lis
c7fb7e79a0fd5fc644cef8be52c6c4c6fd60a1ea,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_1_INF_1.PDF,MUD_LOG_1_INF_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-4,,mud log 1 inf 1,15/9-F-4|Well_Logs_Wireline|mud log 1 inf 1
1f6da50c1e08676a6d8b6d3befca78457e515595,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_MD_PLOT_1.PDF,MUD_LOG_MD_PLOT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-4,,mud log md plot 1,15/9-F-4|Well_Logs_Wireline|mud log md plot 1
669d0c26fafaeea0124d27da84f5f1a272375bcc,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_MD_PLOT_2.PDF,MUD_LOG_MD_PLOT_2.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-4,,mud log md plot 2,15/9-F-4|Well_Logs_Wireline|mud log md plot 2
d439f7fd9f5a5ad01854bc65d4380e634f998a90,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_REPORT_1.PDF,MUD_LOG_REPORT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-4,,mud log report 1,15/9-F-4|Well_Logs_Wireline|mud log report 1
aeae9fda39524c4750946b7b7d798e60341920ae,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-4/MUD_LOG_TVD_PLOT_1.PDF,MUD_LOG_TVD_PLOT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-4,,mud log tvd plot 1,15/9-F-4|Well_Logs_Wireline|mud log tvd plot 1
b2724a11b225a560e8c8559bba8c73a0a846ff5d,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-4/EcoView_appilcation/EcoView2_1_setup.exe,EcoView2_1_setup.exe,file,well_data,exe,Drilling_LWD_MWD,15/9-F-4,,ecoview2 1 setup.exe,15/9-F-4|Drilling_LWD_MWD|ecoview2 1 setup.exe
a77fa5d20c06f3d230508754b55b6c3fdbf0e5b1,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-4/LOGGING_SUMMARY_1.ASC,LOGGING_SUMMARY_1.ASC,file,well_data,asc,Drilling_LWD_MWD,15/9-F-4,,logging summary 1,15/9-F-4|Drilling_LWD_MWD|logging summary 1
2d598f9ec68375d0fda436ad8e39c49d36df815d,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-4/MWD_REPORT_1.PDF,MWD_REPORT_1.PDF,file,well_data,pdf,Drilling_LWD_MWD,15/9-F-4,,mwd report 1,15/9-F-4|Drilling_LWD_MWD|mwd report 1
6e2f131e08178c8f02a6cd014e7128e5604381d6,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-4/Run4_EcoScope_Processed_Data/Thumbs.db,Thumbs.db,file,well_data,db,Drilling_LWD_MWD,15/9-F-4,,thumbs.db,15/9-F-4|Drilling_LWD_MWD|thumbs.db
